SL Source #1,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes,,,,,
GS 1826-24,10202005004,B,PSR_B1821m24,156543.2727,276.12,-24.8911,332.0066,0,Y,Strong on B,,,,,
GS 1826-24,10202005004,B,PSR_B1821m24,156543.2727,276.12,-24.8911,332.0066,0,Y,Strong on B,,,,,
GS 1826-24,30101053002,A,PSR_B1821m24,131325.4615,276.14,-24.8077,165.5321,1,Y,Slice of SL (bad match),,,,,
GS 1826-24,30101053004,A,PSR_B1821m24,51524.531,276.15,-24.8004,165.5059,2,Y,Slice of SL (bad match),,,,,
GS 1826-24,60160692002,B,PKS1830m21,21878.482,278.44,-21.0357,150.5466,0,Y,Strong source,,,,,
GS 1826-24,60160692002,B,PKS1830m21,21878.482,278.44,-21.0357,150.5466,0,Y,Strong source,,,,,
GS 1826-24,80002012002,A,V4641_Sgr,24045.4004,274.90,-25.3668,150.4689,1,Y,Strong SL,,,,,
GS 1826-24,80002012004,A,V4641_Sgr,26420.4669,274.85,-25.3821,153.5824,1,Y,Strong SL,,,,,
GS 1826-24,80460628002,B,PKS1830m211,41388.953,278.44,-21.0335,151.6606,1,N,Strong SL (B only),,,,,
GS 1826-24,80460628002,B,PKS1830m211,41388.953,278.44,-21.0335,151.6606,1,N,Strong SL (B only),,,,,
GX 1+4,30601007002,A,SLX_1735m269,31034.7631,264.59,-26.9601,158.9162,2,N,Strong,,,,,
GX 13+1,30102038002,A,SGR_1806m20,33244.3454,272.18,-20.3885,152.164,0,Y,Mostly first source,,,,,
GX 13+1,30102038006,B,SGR_1806m20,31180.2292,272.16,-20.4304,335.8582,0,Y,Lots,,??,,,
GX 13+1,30102038006,B,SGR_1806m20,31180.2292,272.16,-20.4304,335.8582,0,Y,Lots,,??,,,
GX 13+1,30102038007,B,SGR_1806m20,11017.01,272.14,-20.4009,329.9004,0,Y,"Multiple, one unident",,??,,,
GX 13+1,30102038007,B,SGR_1806m20,11017.01,272.14,-20.4009,329.9004,0,Y,"Multiple, one unident",,??,,,
GX 13+1,30501023002,B,XTE_J1810m197,95664.1693,272.45,-19.755,333.6642,0,N,Strong SL,,,,,
GX 13+1,30501023002,B,XTE_J1810m197,95664.1693,272.45,-19.755,333.6642,0,N,Strong SL,,,,,
GX 13+1,30501023004,B,XTE_J1810m197,43293.2997,272.45,-19.7529,333.4346,0,N,Strong SL,,,,,
GX 13+1,30501023004,B,XTE_J1810m197,43293.2997,272.45,-19.7529,333.4346,0,N,Strong SL,,,,,
GX 13+1,40101012002,A,G11d2m0d3,30132.0043,272.79,-19.3273,88.5961,0,Y,Two sources,,,,,
GX 13+1,40101012004,B,G11d2m0d3,35340.4855,272.78,-19.327,72.0415,0,Y,Two SL sources,,,,,
GX 13+1,40101012004,B,G11d2m0d3,35340.4855,272.78,-19.327,72.0415,0,Y,Two SL sources,,,,,
GX 13+1,80002014002,B,SwiftJ1808d4m1754,42500.0217,272.11,-17.8786,138.7738,0,Y,"Strong SL on both, plus second",,,,,
GX 13+1,80002014002,B,SwiftJ1808d4m1754,42500.0217,272.11,-17.8786,138.7738,0,Y,"Strong SL on both, plus second",,,,,
GX 13+1,80402308002,B,Swift_J1818d0m1607,22117.3548,274.53,-16.1004,153.7364,0,N,Slice SL,,,,,
GX 13+1,80402308002,B,Swift_J1818d0m1607,22117.3548,274.53,-16.1004,153.7364,0,N,Slice SL,,,,,
GX 13+1,80402308004,B,Swift_J1818d0m1607,59111.6705,274.52,-16.1028,151.3315,0,N,Slice SL,,,,,
GX 13+1,80402308004,B,Swift_J1818d0m1607,59111.6705,274.52,-16.1028,151.3315,0,N,Slice SL,,,,,
GX 13+1,80402308006,B,Swift_J1818d0m1607,42207.8814,274.51,-16.0943,147.0004,0,N,Slice SL,,,,,
GX 13+1,80402308006,B,Swift_J1818d0m1607,42207.8814,274.51,-16.0943,147.0004,0,N,Slice SL,,,,,
GX 13+1,80402308008,A,Swift_J1818d0m1607,23504.4792,274.52,-16.1509,33.4627,0,N,"Multiple SL, more in FPMB, mismatch model",,,,,
GX 13+1,80402320002,B,SGR_1806m20,39917.0977,272.14,-20.4465,328.9959,0,Y,"Multiple, whole FoV, unident",,??,,,
GX 13+1,80402320002,B,SGR_1806m20,39917.0977,272.14,-20.4465,328.9959,0,Y,"Multiple, whole FoV, unident",,??,,,
GX 13+1,90201027002,B,G11d2m0d3,90943.157,272.84,-19.41,67.5242,1,Y,"Two sources, weight pattern",,,,,
GX 13+1,90201027002,B,G11d2m0d3,90943.157,272.84,-19.41,67.5242,1,Y,"Two sources, weight pattern",,,,,
GX 17+2,30201034002,B,LS_5039,178093.1177,276.54,-14.8686,335.9891,1,Y,Strong SL,,,,,
GX 17+2,30201034002,B,LS_5039,178093.1177,276.54,-14.8686,335.9891,1,Y,Strong SL,,,,,
GX 17+2,30301025002,A,SAX_J1818d6m1703,53534.3246,274.69,-17.0232,155.9915,1,Y,Edge SL,,,,,
GX 17+2,30364004002,A,PSR_J1826m1334,51845.5252,276.53,-13.6104,328.2168,1,Y,Single SL,,,,,
GX 17+2,40501006002,A,PSR_J1826m1256,76458.8389,276.52,-12.9688,326.49,2,N,Strong SL,,,,,
GX 17+2,60160680002,A,2MASXiJ1802473m145454,19960.2966,270.71,-14.889,147.0207,0,Y,Edge of FoV SL,,,,,
GX 17+2,80402308002,A,Swift_J1818d0m1607,22117.3548,274.53,-16.1004,153.7364,0,N,Both FPMs,,,,,
GX 17+2,80402308004,A,Swift_J1818d0m1607,59111.6705,274.52,-16.1028,151.3315,0,N,Both FPMs,,,,,
GX 17+2,80402308006,A,Swift_J1818d0m1607,42207.8814,274.51,-16.0943,147.0004,0,N,Both FPMs,,,,,
GX 17+2,80402308008,B,Swift_J1818d0m1607,23504.4792,274.52,-16.1509,33.4627,0,N,Strong SL (GX 13+1 on FPMA),,,,,
GX 17+2,80402308008,B,Swift_J1818d0m1607,23504.4792,274.52,-16.1509,33.4627,0,N,Strong SL (GX 13+1 on FPMA),,,,,
GX 17+2,80402308010,B,Swift_J1818d0m1607,12249.074,274.46,-16.1622,25.2392,0,N,Strong SL,,,,,
GX 17+2,80402308010,B,Swift_J1818d0m1607,12249.074,274.46,-16.1622,25.2392,0,N,Strong SL,,,,,
GX 17+2,90201049002,A,Swift_J1816d7m1613,50398.0431,274.20,-16.1999,156.3774,0,Y,Single,,,,,
GX 17+2,90301009002,B,SwiftJ181723d1m164300,35983.4501,274.33,-16.7455,340.8917,2,Y,Strong source + secondary on FPMA,,,,,
GX 17+2,90301009002,B,SwiftJ181723d1m164300,35983.4501,274.33,-16.7455,340.8917,2,Y,Strong source + secondary on FPMA,,,,,
GX 17+2,90601309002,A,IGR_J18219m1347,23233.652,275.50,-13.7591,153.7891,2,N,"Strong SL (more on FPMB), mismatch pattern",,,,,
GX 17+2,90601309002,B,IGR_J18219m1347,23233.652,275.50,-13.7591,153.7891,0,N,Strong SL,,,,,
GX 17+2,90601309002,B,IGR_J18219m1347,23233.652,275.50,-13.7591,153.7891,0,N,Strong SL,,,,,
GX 17+2,90601311002,A,SwiftJ182404d3m135836,41433.5512,276.03,-13.9455,150.7786,0,N,Both FPMs,,,,,
GX 17+2,90601311002,B,SwiftJ182404d3m135836,41433.5512,276.03,-13.9455,150.7786,0,N,Strong source,,,,,
GX 17+2,90601311002,B,SwiftJ182404d3m135836,41433.5512,276.03,-13.9455,150.7786,0,N,Strong source,,,,,
GX 17+2,90601320002,A,SGPS_J181830m163114,19041.1196,274.61,-16.4982,126.0512,1,N,Strong SL,,,,,
GX 3+1,10002012001,A,1E1740d7m2942,10968.4558,265.94,-29.7686,315.7245,1,Y,GX 3+1,,,,,
GX 3+1,10002012001,B,1E1740d7m2942,10968.4558,265.94,-29.7686,315.7245,2,Y,Corner SL,,,,,
GX 3+1,10002012001,B,1E1740d7m2942,10968.4558,265.94,-29.7686,315.7245,2,Y,Corner SL,,,,,
GX 3+1,10002021001,B,1E1740d7m2942,2172.0005,265.94,-29.7737,331.1437,0,Y,"Strong Sl on B, corner",,,,,
GX 3+1,10002021001,B,1E1740d7m2942,2172.0005,265.94,-29.7737,331.1437,0,Y,"Strong Sl on B, corner",,,,,
GX 3+1,10002021003,B,1E1740d7m2942,6125.2671,265.96,-29.728,335.2775,0,Y,"Strong Sl on B, corner",,,,,
GX 3+1,10002021003,B,1E1740d7m2942,6125.2671,265.96,-29.728,335.2775,0,Y,"Strong Sl on B, corner",,,,,
GX 3+1,30002003002,B,IGRJ17544m2619,17533.22,268.64,-26.3549,229.9203,0,Y,Multiple overlapping sources,,,,,
GX 3+1,30002003002,B,IGRJ17544m2619,17533.22,268.64,-26.3549,229.9203,0,Y,Multiple overlapping sources,,,,,
GX 3+1,30002003003,B,IGRJ17544m2619,26238.4995,268.63,-26.3695,240.8626,2,Y,Strong SL,,,,,
GX 3+1,30002003003,B,IGRJ17544m2619,26238.4995,268.63,-26.3695,240.8626,2,Y,Strong SL,,,,,
GX 3+1,30401030002,A,GRS_1758m258,42041.341,270.28,-25.7655,334.5367,2,N,Edge SL,,,,,
GX 3+1,40101001002,B,Arches_cluster,107188.988,266.43,-28.8427,338.7261,2,Y,Complex,,,,,
GX 3+1,40101001002,B,Arches_cluster,107188.988,266.43,-28.8427,338.7261,2,Y,Complex,,,,,
GX 3+1,40101001004,B,Arches_cluster,107856.0856,266.43,-28.8416,339.6101,2,Y,Complex,,,,,
GX 3+1,40101001004,B,Arches_cluster,107856.0856,266.43,-28.8416,339.6101,2,Y,Complex,,,,,
GX 3+1,40112001002,A,GCR_Block_A1,103300.4709,266.21,-28.7884,159.8636,0,Y,Strong SL,,,,,
GX 3+1,40112002002,A,GCR_Block_A2,101216.783,266.16,-28.8126,159.8767,0,Y,Strong SL,,,,,
GX 3+1,40112003002,A,GCR_Block_B1,55534.2903,265.77,-29.4621,156.2592,0,Y,"Multiple, strong SL",,SLX 1735-259,,,
GX 3+1,40112004001,A,GCR_Block_B2,53375.7853,265.85,-29.4843,156.3702,2,Y,"Lots of overlapping sources, two strong ones",,,,,
GX 3+1,40501005002,A,G0d13m0d11,99034.1809,266.62,-28.8495,154.7414,0,N,Source at edge of FoV + ghost rays,,?,,,
GX 3+1,60061279002,A,GRS1734m292,20292.5873,264.35,-29.1582,336.5919,0,Y,Multiple,,,,,
GX 3+1,80001046002,B,IGRJ17454m2919,29408.6611,266.34,-29.3549,337.8242,1,Y,GR + multiple SL,,??,,,
GX 3+1,80001046002,B,IGRJ17454m2919,29408.6611,266.34,-29.3549,337.8242,1,Y,GR + multiple SL,,??,,,
GX 3+1,80002017002,A,GRO_J1744m28,28668.9229,266.18,-28.7049,152.6024,,Y,Single,,,,,
GX 3+1,80101050002,B,GRS_1739m278,43382.9711,265.64,-27.7613,338.0784,2,Y,Complex,,,,,
GX 3+1,80101050002,B,GRS_1739m278,43382.9711,265.64,-27.7613,338.0784,2,Y,Complex,,,,,
GX 3+1,80102101002,B,GRS_1739m278,27137.2417,265.64,-27.7655,336.9233,2,Y,Strong SL (multipel on FPMA),,,,,
GX 3+1,80102101002,B,GRS_1739m278,27137.2417,265.64,-27.7655,336.9233,2,Y,Strong SL (multipel on FPMA),,,,,
GX 3+1,80102101004,B,GRS_1739m278,25899.4087,265.64,-27.7659,338.4377,2,Y,Strong SL (multipel on FPMA),,,,,
GX 3+1,80102101004,B,GRS_1739m278,25899.4087,265.64,-27.7659,338.4377,2,Y,Strong SL (multipel on FPMA),,,,,
GX 3+1,80102101005,B,GRS_1739m278,27023.153,265.62,-27.777,339.6481,1,Y,Strong Sl,,,,,
GX 3+1,80102101005,B,GRS_1739m278,27023.153,265.62,-27.777,339.6481,1,Y,Strong Sl,,,,,
GX 3+1,80202013003,A,XTE_J1810m197,40929.7424,272.49,-19.7018,156.4938,0,Y,Two sources,,,,,
GX 3+1,80202013005,A,XTE_J1810m197,38941.4001,272.49,-19.6937,154.5517,0,Y,Two sources,,,,,
GX 3+1,80202013005,A,XTE_J1810m197,38941.4001,272.49,-19.6937,154.5517,0,Y,Two sources,,,,,
GX 3+1,80202027002,A,GRO_J1744m28,28822.7225,266.17,-28.7043,153.0917,2,Y,Strong SL,,,,,
GX 3+1,90001005002,B,IGRJ17544m2619,79252.215,268.63,-26.3045,155.0719,2,Y,Multiple SL sources,,??,,,
GX 3+1,90001005002,B,IGRJ17544m2619,79252.215,268.63,-26.3045,155.0719,2,Y,Multiple SL sources,,??,,,
GX 3+1,90101012002,B,AX_J1745d6m2901,45113.6966,266.38,-29.0565,331.6388,1,Y,Strong SL,,,,,
GX 3+1,90101012002,B,AX_J1745d6m2901,45113.6966,266.38,-29.0565,331.6388,1,Y,Strong SL,,,,,
GX 3+1,90101022002,A,Swift_J174540d7m290015,33849.3404,266.44,-28.9864,152.7714,1,Y,"Bright primary, but SL",,,,,
GX 3+1,90402313002,A,Swift_J1756d9m2508,39476.062,269.26,-25.0777,149.8023,1,Y,SL and streak!,,GX 5-1 streak?,,,
GX 3+1,90402313002,B,Swift_J1756d9m2508,39476.062,269.26,-25.0777,149.8023,1,Y,SL and streak,,,,,
GX 3+1,90402313002,B,Swift_J1756d9m2508,39476.062,269.26,-25.0777,149.8023,1,Y,SL and streak,,,,,
GX 3+1,90402313004,A,Swift_J1756d9m2508,60978.1803,269.29,-25.0523,157.7821,0,Y,SL+streak,,??,,,
GX 3+1,90402313004,B,Swift_J1756d9m2508,60978.1803,269.29,-25.0523,157.7821,1,Y,SL and streak,,,,,
GX 3+1,90402313004,B,Swift_J1756d9m2508,60978.1803,269.29,-25.0523,157.7821,1,Y,SL and streak,,,,,
GX 3+1,90501329001,A,Swift_J1756d9m2508,37737.7448,269.25,-25.1449,293.1174,1,Y,Strong SL (more on FPMB),,,,,
GX 3+1,90501329001,B,Swift_J1756d9m2508,37737.7448,269.25,-25.1449,293.1174,0,Y,Strong SL,,,,,
GX 3+1,90501329001,B,Swift_J1756d9m2508,37737.7448,269.25,-25.1449,293.1174,0,Y,Strong SL,,,,,
GX 3+1,90501343002,A,XTE_J1739m285,27314.5393,264.94,-28.5278,337.432,0,N,Complex,,Multiple,,,
GX 3+1,90501343002,B,XTE_J1739m285,27314.5393,264.94,-28.5278,337.432,0,N,"Strong source, SL in FPMB",,,,,
GX 3+1,90501343002,B,XTE_J1739m285,27314.5393,264.94,-28.5278,337.432,0,N,"Strong source, SL in FPMB",,,,,
GX 3+1,90601307002,A,XTE_J1739m285,29167.0989,264.99,-28.4662,153.9091,0,N,Weird pattern on FPMB,,,,,
GX 3+1,90601317002,A,GRS_1741d9m2853,28407.5669,266.28,-28.8741,162.9486,1,N,Single SL,,,,,
GX 301-2,30201023002,A,RT_Cru,58215.4033,188.76,-64.5404,122.4008,1,Y,Strong SL source,,,,,
GX 340+0,30001008002,B,IGRJ16393m4643,50578.5302,249.83,-46.6566,295.0558,NA,Y,Strong SL,,,,,
GX 340+0,30001008002,B,IGRJ16393m4643,50578.5302,249.83,-46.6566,295.0558,NA,Y,Strong SL,,,,,
GX 340+0,30001012002,A,NuSTARJ163433m473841,16599.8604,248.67,-47.6363,171.983,0,Y,SL and ghost rays,,,,,
GX 340+0,30001016002,A,4U1630m47,22071.8302,248.53,-47.3794,164.6452,0,Y,Strong SL (?? on FPMB),,,,,
GX 340+0,30001017002,A,CXOUJ163515d1m472304,49833.6938,248.90,-47.3835,210.3881,0,Y,Strong SL (?? on FPMB),,,,,
GX 340+0,30001033002,A,CXOUJ163750d8m465545,51986.3588,249.49,-46.9014,145.8254,0,Y,"Two SL, one unident",,??,,,
GX 340+0,30002021002,B,HESSJ1640m465,63922.8195,250.10,-46.5762,353.7407,0,Y,Slice of SL,,,,,
GX 340+0,30002021002,B,HESSJ1640m465,63922.8195,250.10,-46.5762,353.7407,0,Y,Slice of SL,,,,,
GX 340+0,30002021027,B,HESSJ1640m465,20352.6011,250.15,-46.5523,344.3607,0,Y,"Slice on B, corner on A",,,,,
GX 340+0,30002021027,B,HESSJ1640m465,20352.6011,250.15,-46.5523,344.3607,0,Y,"Slice on B, corner on A",,,,,
GX 340+0,30002021044,B,HESSJ1640m465,45896.5526,250.16,-46.5468,335.5907,2,Y,"Sliver of SL, corner on A",,,,,
GX 340+0,30002021044,B,HESSJ1640m465,45896.5526,250.16,-46.5468,335.5907,2,Y,"Sliver of SL, corner on A",,,,,
GX 340+0,30101026002,A,IGR_J16320m4751,49893.7826,248.03,-47.9039,259.7757,0,Y,Strong SL,,,,,
GX 340+0,30101026002,B,IGR_J16320m4751,49893.7826,248.03,-47.9039,259.7757,0,Y,Single,,,,,
GX 340+0,30101026002,B,IGR_J16320m4751,49893.7826,248.03,-47.9039,259.7757,0,Y,Single,,,,,
GX 340+0,30102054002,A,IGR_J16493m4348,22628.6805,252.32,-43.8441,335.0416,0,Y,Strong SL (multiple),,4U 1702?,,,
GX 340+0,30102054004,A,IGR_J16493m4348,31228.4427,252.31,-43.8455,338.8186,1,Y,Multiple SL sources,,4U 1702 (sliver,4U 1705 (sliver),,
GX 340+0,30102054006,A,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple SL sources,,OAO 1757-415,4U 1702 (sliver,,
GX 340+0,30160001002,A,CXOUJ163709d7m473157,50437.18,249.31,-47.5722,267.7851,0,Y,Strong SL,,,,,
GX 340+0,30160001002,B,CXOUJ163709d7m473157,50437.18,249.31,-47.5722,267.7851,2,Y,Two sources,,??,,,
GX 340+0,30160001002,B,CXOUJ163709d7m473157,50437.18,249.31,-47.5722,267.7851,2,Y,Two sources,,??,,,
GX 340+0,30160002002,A,CXOUJ163543d2m473411,99512.5897,248.94,-47.5917,261.9558,0,Y,Strong SL,,,,,
GX 340+0,30160002002,B,CXOUJ163543d2m473411,99512.5897,248.94,-47.5917,261.9558,2,Y,Two sources,,??,,,
GX 340+0,30160002002,B,CXOUJ163543d2m473411,99512.5897,248.94,-47.5917,261.9558,2,Y,Two sources,,??,,,
GX 340+0,30160003002,A,CXOUJ163601d2m474853,78982.2041,249.04,-47.8403,244.4634,0,Y,Strong SL,,,,,
GX 340+0,30160003002,B,CXOUJ163601d2m474853,78982.2041,249.04,-47.8403,244.4634,2,Y,Two sources,,??,,,
GX 340+0,30160003002,B,CXOUJ163601d2m474853,78982.2041,249.04,-47.8403,244.4634,2,Y,Two sources,,??,,,
GX 340+0,40001022002,A,CXOUJ163802d6m471358,102818.8097,249.53,-47.2182,164.5577,1,Y,Unknown on FPMB?,,,,,
GX 340+0,40014001001,A,Norma_MOS001,18406.6446,248.48,-47.7203,160.1494,0,Y,Single SL,,,,,
GX 340+0,40014003001,A,Norma_MOS003,20846.0837,248.24,-47.5668,160.1266,,Y,Strong SL,,,,,
GX 340+0,40014004001,A,Norma_MOS004,19440.002,248.60,-47.6373,160.1231,,Y,Strong SL,,,,,
GX 340+0,40014005001,A,Norma_MOS005,21241.2728,248.48,-47.5621,160.1304,,Y,Strong SL,,,,,
GX 340+0,40014005001,B,Norma_MOS005,21241.2728,248.48,-47.5621,160.1304,NA,Y,Strong SL,,,,,
GX 340+0,40014005001,B,Norma_MOS005,21241.2728,248.48,-47.5621,160.1304,NA,Y,Strong SL,,,,,
GX 340+0,40014006001,A,Norma_MOS006,18958.6887,248.35,-47.4867,160.1393,,Y,Strong SL,,,,,
GX 340+0,40014006001,B,Norma_MOS006,18958.6887,248.35,-47.4867,160.1393,NA,Y,Strong SL,,,,,
GX 340+0,40014006001,B,Norma_MOS006,18958.6887,248.35,-47.4867,160.1393,NA,Y,Strong SL,,,,,
GX 340+0,40014007001,A,Norma_MOS007,22639.8596,248.71,-47.5553,160.135,,Y,SL and ghost rays,,,,,
GX 340+0,40014008002,A,Norma_MOS008,16573.1363,248.58,-47.4825,160.1196,,Y,Strong SL,,,,,
GX 340+0,40014008002,B,Norma_MOS008,16573.1363,248.58,-47.4825,160.1196,NA,Y,Strong SL,,,,,
GX 340+0,40014008002,B,Norma_MOS008,16573.1363,248.58,-47.4825,160.1196,NA,Y,Strong SL,,,,,
GX 340+0,40014021002,A,Norma_MOS021,30040.6306,249.11,-47.1552,168.0928,2,Y,Strong SL,,,,,
GX 340+0,40014022001,A,Norma_MOS022,29049.239,249.03,-46.9576,168.0985,2,Y,Strong SL,,,,,
GX 340+0,40014023001,A,Norma_MOS023,29333.8332,249.20,-47.1071,168.1,2,Y,Strong SL,,,,,
GX 340+0,40014024001,A,Norma_MOS024,29494.5026,248.84,-46.9902,168.1169,0,Y,Strong SL (?? on FPMB),,,,,
GX 340+0,40014025001,A,Norma_MOS025,29787.579,248.88,-47.0733,168.1144,0,Y,Strong SL (?? on FPMB),,,,,
GX 340+0,40014026001,A,Norma_MOS026,30459.0692,249.12,-46.9072,168.0941,2,Y,Strong SL,,,,,
GX 340+0,40014027001,A,Norma_MOS027,31097.9593,249.16,-47.0089,168.1171,2,Y,Strong SL,,,,,
GX 340+0,40014028002,A,Norma_MOS028,29770.1392,249.03,-47.1639,168.1544,1,Y,Unknown on FPMB?,,,,,
GX 340+0,40014029001,A,Norma_MOS029,29445.1367,249.94,-46.8983,168.259,0,Y,Single SL,,,,,
GX 340+0,40014035001,A,Norma_MOS035,39864.2636,250.05,-46.8713,168.1523,0,Y,Single SL,,,,,
GX 340+0,80302302004,B,Swift_J1658d2m4242,25075.9267,254.58,-42.6809,159.4412,NA,Y,"One big, one small",,,,,
GX 340+0,80302302004,B,Swift_J1658d2m4242,25075.9267,254.58,-42.6809,159.4412,NA,Y,"One big, one small",,,,,
GX 340+0,80302302006,B,Swift_J1658d2m4242,28244.5769,254.58,-42.6804,161.8368,0,Y,"Strong primary, SL in FPMB",,,,,
GX 340+0,80302302006,B,Swift_J1658d2m4242,28244.5769,254.58,-42.6804,161.8368,0,Y,"Strong primary, SL in FPMB",,,,,
GX 340+0,80302302008,B,Swift_J1658d2m4242,26714.1436,254.59,-42.6828,163.3074,0,Y,"Strong primary, SL in FPMB",,,,,
GX 340+0,80302302008,B,Swift_J1658d2m4242,26714.1436,254.59,-42.6828,163.3074,0,Y,"Strong primary, SL in FPMB",,,,,
GX 340+0,80302302010,B,Swift_J1658d2m4242,29102.0012,254.59,-42.6817,167.8524,1,Y,"Strong primary, SL in FPMB",,,,,
GX 340+0,80302302010,B,Swift_J1658d2m4242,29102.0012,254.59,-42.6817,167.8524,1,Y,"Strong primary, SL in FPMB",,,,,
GX 340+0,90401307002,B,Swift_J1658d2m4242,33337.1134,254.58,-42.6802,153.8274,1,Y,"Strong primary, SL in FPMB",,,,,
GX 340+0,90401307002,B,Swift_J1658d2m4242,33337.1134,254.58,-42.6802,153.8274,1,Y,"Strong primary, SL in FPMB",,,,,
GX 349+2,30001130002,A,CXOUJ171405d7m381031,81270.2905,258.56,-38.1618,181.5737,0,Y,Multiple overlapping sources,,4U 1700-377,,,
GX 349+2,30201031002,B,HESS_J1713m381,78561.3295,258.49,-38.1924,341.7747,1,Y,Strong SL,,,,,
GX 349+2,30201031002,B,HESS_J1713m381,78561.3295,258.49,-38.1924,341.7747,1,Y,Strong SL,,,,,
GX 349+2,90301324001,A,IGR_J16597m3704,42214.3885,254.84,-37.1367,354.4901,0,Y,"Strong SL (more on FPMB), bad match",,,,,
GX 349+2,90301324001,B,IGR_J16597m3704,42214.3885,254.84,-37.1367,354.4901,NA,Y,Both FPMs,,,,,
GX 349+2,90301324001,B,IGR_J16597m3704,42214.3885,254.84,-37.1367,354.4901,NA,Y,Both FPMs,,,,,
GX 349+2?,30001130002,B,CXOUJ171405d7m381031,81270.2905,258.56,-38.1618,181.5737,0,Y,Multiple overlapping sources,,4U 1700-377,,,
GX 349+2?,30001130002,B,CXOUJ171405d7m381031,81270.2905,258.56,-38.1618,181.5737,0,Y,Multiple overlapping sources,,4U 1700-377,,,
GX 5-1,30002003002,A,IGRJ17544m2619,17533.22,268.64,-26.3549,229.9203,,Y,Single,,,,,
GX 5-1,30002003002,B,IGRJ17544m2619,17533.22,268.64,-26.3549,229.9203,0,Y,Multiple overlapping sources,,,,,
GX 5-1,30002003002,B,IGRJ17544m2619,17533.22,268.64,-26.3549,229.9203,0,Y,Multiple overlapping sources,,,,,
GX 5-1,30002003003,A,IGRJ17544m2619,26238.4995,268.63,-26.3695,240.8626,,Y,Single,,,,,
GX 5-1,40401006002,A,W28,96808.1031,270.44,-23.2552,333.8167,,N,Single,,,,,
GX 5-1,80201035002,B,TCP_J18102829m2729590,47287.0994,272.59,-27.5185,336.3467,0,Y,Edge of FoV,,,,,
GX 5-1,80201035002,B,TCP_J18102829m2729590,47287.0994,272.59,-27.5185,336.3467,0,Y,Edge of FoV,,,,,
GX 5-1,80301311002,A,IGR_J17591m2342,29167.8325,269.76,-23.7452,334.4676,,Y,Single,,,,,
GX 5-1,80301311002,B,IGR_J17591m2342,29167.8325,269.76,-23.7452,334.4676,0,Y,Multiple (mismatch),,,,,
GX 5-1,80301311002,B,IGR_J17591m2342,29167.8325,269.76,-23.7452,334.4676,0,Y,Multiple (mismatch),,,,,
GX 5-1,90001005002,A,IGRJ17544m2619,79252.215,268.63,-26.3045,155.0719,,Y,"Multiple SL, mismatch in patterns",,,,,
GX 5-1,90401331002,A,IGR_J17591m2342,27086.8402,269.74,-23.751,334.454,,N,Single ,,,,,
GX 5-1,90401331002,B,IGR_J17591m2342,27086.8402,269.74,-23.751,334.454,0,Y,Multiple (mismatch),,,,,
GX 5-1,90401331002,B,IGR_J17591m2342,27086.8402,269.74,-23.751,334.454,0,Y,Multiple (mismatch),,,,,
GX 5-1,90401333002,A,IGR_J17503m2636,39101.1763,267.55,-26.6328,333.8718,1,Y,Single source (overlapping),,,,,
GX 5-1,90401333002,B,IGR_J17503m2636,39101.1763,267.55,-26.6328,333.8718,1,Y,Strong SL,,,,,
GX 5-1,90401333002,B,IGR_J17503m2636,39101.1763,267.55,-26.6328,333.8718,1,Y,Strong SL,,,,,
GX 9+1,30102038002,A,SGR_1806m20,33244.3454,272.18,-20.3885,152.164,0,Y,Mostly first source,,GX 13+1,,,
GX 9+1,30102038002,B,SGR_1806m20,33244.3454,272.18,-20.3885,152.164,0,Y,Strong SL,,,,,
GX 9+1,30102038002,B,SGR_1806m20,33244.3454,272.18,-20.3885,152.164,0,Y,Strong SL,,,,,
GX 9+1,30102038004,A,SGR_1806m20,28696.7761,272.13,-20.4437,5.2478,,Y,Single,,,,,
GX 9+1,30102038009,A,SGR_1806m20,29891.9006,272.19,-20.3861,152.5813,0,Y,Two sources,,GX 13+1,,,
GX 9+1,30102038009,A,SGR_1806m20,29891.9006,272.19,-20.3861,152.5813,0,Y,Two sources,,GX 13+1,,,
GX 9+1,30102038009,B,SGR_1806m20,29891.9006,272.19,-20.3861,152.5813,0,Y,Strong SL,,,,,
GX 9+1,30102038009,B,SGR_1806m20,29891.9006,272.19,-20.3861,152.5813,0,Y,Strong SL,,,,,
GX 9+1,30501023002,A,XTE_J1810m197,95664.1693,272.45,-19.755,333.6642,0,N,Single source,,,,,
GX 9+1,30501023004,A,XTE_J1810m197,43293.2997,272.45,-19.7529,333.4346,0,N,Single source,,,,,
GX 9+1,40101012002,A,G11d2m0d3,30132.0043,272.79,-19.3273,88.5961,0,Y,Two sources,,GX 13+1,,,
GX 9+1,40101012002,B,G11d2m0d3,30132.0043,272.79,-19.3273,88.5961,1,Y,Strong SL,,,,,
GX 9+1,40101012002,B,G11d2m0d3,30132.0043,272.79,-19.3273,88.5961,1,Y,Strong SL,,,,,
GX 9+1,40101012003,A,G11d2m0d3,32357.89,272.78,-19.3191,80.5711,0,Y,Single source,,,,,
GX 9+1,40101012003,B,G11d2m0d3,32357.89,272.78,-19.3191,80.5711,0,Y,Strong SL,,,,,
